route_short_name,direction_id,stop_id,hour,n,mean_h,std_h,median_h,cv
1637,I,43786925,5,11,13.684848484848485,6.340822742976754,12.833333333333334,0.46334621461079023
1637,I,44165221,5,11,13.692424242424243,6.351216234580759,12.85,0.4638489227424257
12503,I,268470881,5,5,175.43333333333334,195.83029245866035,31.733333333333334,1.116266154999014
1386,I,44782886,5,9,102.43333333333334,163.4172159886512,13.683333333333334,1.5953519295995886
1346,I,49419949,5,8,91.51666666666667,133.83914422835264,18.5,1.4624565022220284
12503,I,348822495,5,5,175.63333333333333,195.92061402517092,31.833333333333332,1.1155092846375267
1346,I,45834027,5,8,91.37916666666666,133.63216453872755,18.133333333333333,1.4623920244993212
1413,I,44782393,5,7,135.2952380952381,191.09452404551368,12.616666666666667,1.4124260893128915
1346,I,45833313,5,8,91.32083333333334,133.3105258487991,18.458333333333336,1.4598040883201069
12503,I,268471638,5,5,175.63666666666668,195.89984272014559,32.233333333333334,1.115369850943115
1320,I,46022221,5,9,64.96851851851852,143.66599326224502,10.616666666666667,2.2113170584503123
1637,I,44165222,5,11,13.77878787878788,6.388622663834763,12.533333333333331,0.4636563622312452
1346,I,48937185,5,8,91.35833333333333,133.38316672903917,18.549999999999997,1.4600000006827238
12503,I,268471639,5,5,175.74666666666667,195.92148750626274,32.3,1.1147948989431533
1413,I,45833276,5,7,135.48333333333332,191.240322506476,13.566666666666666,1.4115413150927003
1386,I,45832983,5,8,113.39791666666666,170.488162353297,20.708333333333336,1.5034505691532871
1320,I,44164929,5,9,65.07777777777778,143.95318576314324,10.95,2.212017537763854
1346,I,44165074,5,8,91.39583333333333,133.4595628390654,18.633333333333333,1.460236839816535
1413,I,44783062,5,7,135.47380952380954,191.278179552162,13.55,1.4119199882582827
12503,I,268471640,5,5,175.87,195.99335374218973,32.36666666666667,1.114421753239266
1637,I,44784241,5,11,13.843939393939394,6.593202317873137,12.116666666666667,0.47625189118926026
1386,I,44782884,5,8,113.40416666666667,170.59732472949602,20.433333333333334,1.504330305877909
1386,I,47566312,5,8,113.43124999999999,170.72123444812908,20.466666666666665,1.5050635027660286
1320,I,45833475,5,8,14.404166666666667,10.008349812642553,9.975000000000001,0.6948232441522166
1413,I,45833277,5,7,135.56190476190474,191.64213812287835,13.333333333333334,1.413687263095562
1346,I,47568297,5,8,91.3875,133.47267738244742,18.71666666666667,1.460513498918861
12503,I,45833890,5,5,175.70333333333332,195.9241265841902,32.4,1.1150848584784403
12503,I,45833892,5,5,175.67333333333335,195.8959198145791,32.3,1.1151147194484787
1413,I,44783044,5,7,135.53095238095239,191.7333156228408,12.9,1.4146828621399632
1346,I,44783345,5,8,91.45833333333333,133.4826614312802,18.75,1.459491514510581
1320,I,44784316,5,8,14.45,10.165980168079109,9.975,0.7035280393134332
1637,I,44165224,5,11,13.890909090909092,6.609116613124401,11.95,0.4757871907353953
1386,I,45834129,5,8,113.22500000000001,170.978932466027,19.6,1.5100810992804328
1346,I,44783341,5,8,91.66666666666667,133.36508450073765,19.133333333333333,1.454891830917138
1320,I,45834139,5,7,15.226190476190478,10.531588376949443,11.683333333333334,0.6916758590021526
12503,I,44783680,5,5,175.7733333333333,196.15653431776255,32.516666666666666,1.1159629882297044
1637,I,44165225,5,10,13.651666666666667,6.8896155754713755,11.8,0.5046721212651477
1386,I,45833353,5,8,113.1,171.0543489005111,19.366666666666667,1.5124168779886038
1346,I,45833704,5,8,91.75208333333333,133.22862670922638,19.308333333333334,1.4520501537301302
12503,I,44784356,5,5,175.67666666666668,196.24863158758586,32.516666666666666,1.1171012935938325
1413,I,44782629,5,7,135.70238095238096,191.8773091849199,13.2,1.4139568358218502
1386,I,45833359,5,8,113.05416666666666,171.05284022577806,19.491666666666667,1.513016682791683
1346,I,45832857,5,8,91.72916666666666,133.17899289792499,19.541666666666668,1.451871828094572
1320,I,45833214,5,7,15.280952380952382,10.50257500009655,11.55,0.6872984574697025
1637,I,44783646,5,10,13.580000000000002,6.87606880580919,11.75,0.5063379091170243
12503,I,44165093,5,5,175.60999999999999,196.1799025837707,32.46666666666667,1.1171340048047989
12503,I,44784358,5,5,175.37,196.08803844758665,32.78333333333333,1.1181390115047423
1386,I,45833132,5,7,125.48333333333333,179.59722441027037,14.416666666666666,1.431243653156624
1320,I,45833208,5,6,14.916666666666666,11.419225179656616,9.916666666666668,0.7655346489155274
1346,I,47567953,5,8,91.55,133.21081819181703,19.333333333333336,1.4550608213196836
12503,I,49367711,5,5,175.21999999999997,196.22392180590236,32.88333333333333,1.1198717144498482
1413,I,45833435,5,7,135.81428571428572,192.2445477643637,12.916666666666666,1.4154957761129123
1320,I,44784469,5,6,14.916666666666666,11.452466174649087,9.9,0.7677630955072015
1637,I,44387647,5,10,13.61,6.892105790121204,11.908333333333333,0.506400131529846
1386,I,44783558,5,7,125.4952380952381,179.69712695989807,14.016666666666667,1.4319039486066099
1346,I,47568298,5,8,91.63125000000001,133.06726719906138,19.791666666666664,1.4522039937146045
1320,I,45834755,5,6,14.838888888888889,11.48126762046942,9.966666666666667,0.7737282559657416
1413,I,45834181,5,7,135.86666666666665,192.1587746696457,13.383333333333333,1.414318753702005
1413,I,45833440,5,7,135.84761904761905,192.189142622444,13.233333333333333,1.4147406039930328
1386,I,44783275,5,7,125.61428571428571,179.8038577345765,14.2,1.4313965701603952
1346,I,44783678,5,8,91.68541666666667,133.0357385769526,19.616666666666667,1.4510021703955385
1320,I,192365034,5,6,14.799999999999999,11.351284802464725,9.8,0.7669787028692383
1346,I,44783685,5,8,91.75,132.9185378656165,19.84166666666667,1.4487034099794716
1637,I,44387648,5,10,13.791666666666666,6.9415346125894795,12.083333333333334,0.5033136879218958
1320,I,43968713,5,6,14.872222222222222,11.320338410506777,9.8,0.7611732961864848
1386,I,48480954,5,7,125.80714285714285,179.96672771348662,14.55,1.4304968988751563
1637,I,43768546,5,10,13.788333333333332,7.072042177161809,12.024999999999999,0.5129004359116507
1346,I,45832936,5,8,91.68958333333333,132.722401383463,20.025,1.4475188626493884
1320,I,44782577,5,6,14.888888888888888,11.210493045401154,9.925,0.7529435627508239
1413,I,66771046,5,6,157.57222222222222,199.68967375021958,22.975,1.2672898238916732
1386,I,44164922,5,6,145.6027777777778,187.35998387355494,23.116666666666667,1.2867885265177286
1346,V,46021751,5,7,98.98095238095239,140.63573103424824,13.65,1.4208363089190863
1637,I,44387650,5,11,46.6469696969697,104.11066344684637,13.466666666666669,2.2318848174527757
1320,I,44782576,5,6,14.911111111111111,11.318976472944087,9.8,0.7590967828352964
1346,I,46021748,5,8,91.65625,132.97911671300437,20.025,1.4508461421125605
1637,I,44782382,5,11,46.74545454545455,104.22844231019454,13.55,2.2297021886661605
1346,V,44784150,5,7,98.86666666666666,140.53293095406386,13.766666666666667,1.4214389509851368
1346,I,45833811,5,7,102.32619047619048,138.88996868514494,23.05,1.357325705557877
1386,I,44164923,5,6,145.76111111111112,187.40446422077716,23.383333333333333,1.2856959088211262
1346,I,45832937,5,7,102.32857142857142,138.79371718383084,23.166666666666668,1.3563535114991148
1346,V,44784142,5,7,98.94047619047619,140.42838339053117,13.966666666666669,1.4193218872343423
1346,I,45832938,5,7,102.4095238095238,138.80180052842243,23.183333333333337,1.3553602767120205
1386,I,46021777,5,6,145.79999999999998,187.47421970915244,23.46666666666667,1.2858314108995368
1637,I,44387652,5,11,46.77424242424242,104.26986339448644,13.283333333333331,2.2292154397447783
1320,I,47568009,5,5,16.263333333333332,11.998862909088974,11.383333333333333,0.737786200599855
1413,I,44782643,5,6,157.25555555555556,199.06603749497455,23.391666666666666,1.265876024485813
1386,I,44784235,5,5,168.79000000000002,197.59678348709133,15.8,1.17066641084834
1346,I,45832939,5,7,102.34285714285714,138.7188746318911,23.283333333333335,1.3554328900380204
1346,V,45833049,5,7,98.80952380952381,140.89653917171597,12.6,1.4259408783643543
1320,I,68455378,5,5,16.296666666666667,11.98471897413072,11.4,0.7354092232029487
1386,I,44784083,5,5,168.73333333333335,197.65107021100482,15.85,1.1713812932299772
1346,V,45832939,5,7,102.46666666666668,138.74294405053368,23.35,1.354030033024076
1320,I,43968706,5,5,16.46666666666667,12.014440385543466,11.566666666666666,0.7296218857617489
1637,I,44387653,5,10,50.45166666666667,108.75351142479134,15.291666666666668,2.155597993289776
1413,I,44783571,5,6,156.96944444444446,198.43822469489524,23.84166666666667,1.2641837740919548
1346,V,45833050,5,7,98.55714285714285,140.87424760919143,12.433333333333334,1.4293661882364692
1386,I,48480946,5,5,168.96666666666664,197.85274125526342,16.25,1.1709572376519835
1346,V,45833810,5,7,102.45476190476191,138.6299063323106,23.416666666666668,1.3530840710085859
1346,V,45833051,5,7,98.42142857142858,140.81360039672782,12.366666666666667,1.4307209562045065
1346,V,46021749,5,7,102.52142857142859,138.5905253164263,23.5,1.3518200755451597
1637,I,44165126,5,11,79.44393939393939,138.4532011282621,16.983333333333334,1.7427786459796881
1346,V,45833052,5,6,112.64444444444445,147.17834000093933,21.858333333333334,1.3065743341965417
1320,I,258781031,5,5,16.60333333333333,12.125942804124094,11.633333333333333,0.7303318291983996
1413,I,45834154,5,5,185.79333333333335,204.61333903514478,32.983333333333334,1.101295376772461
1346,V,45833812,5,7,102.4547619047619,138.56971047044857,23.566666666666663,1.352496535000079
1346,V,45833053,5,6,112.48888888888888,147.22445501451512,21.641666666666666,1.3087910856683487
1637,I,44783357,5,11,79.63030303030303,138.5130305685422,17.05,1.7394512553321764
1346,V,45833813,5,6,115.46111111111111,145.20453220488506,23.333333333333332,1.2576055332184628
1320,I,43968750,5,5,16.580000000000002,12.303352749916947,11.816666666666666,0.7420598763520474
1346,V,45834032,5,6,112.3638888888889,147.03432404029903,21.85,1.3085549591977368
1637,I,43768804,5,11,79.78181818181818,138.86047180179622,16.816666666666666,1.740502723130992
1649,I,43786925,5,8,66.38541666666667,127.27329366517527,16.674999999999997,1.9171875399116312
1346,V,49337801,5,6,112.32777777777778,147.54407836890098,21.641666666666666,1.3135137299768622
1649,I,44165221,5,8,66.39583333333333,127.27025836068081,16.68333333333333,1.916841042143922
1637,I,44165129,5,10,86.89,144.0094356862309,17.65833333333333,1.6573764033402105
1649,I,44165222,5,7,74.44761904761904,134.3142655817896,19.166666666666668,1.8041445421629667
1413,I,45833786,5,5,186.65333333333334,203.30630842264696,34.43333333333333,1.0892187393169885
1637,I,44783041,5,9,95.02592592592593,149.90122737930358,17.7,1.5774771560358563
1637,I,44387659,5,9,95.07222222222222,150.01613802076983,17.733333333333334,1.5779176558019383
1649,I,44784241,5,7,74.64761904761906,134.4196595564929,19.283333333333335,1.8007226656585547
1637,I,44783351,5,8,107.16875,155.27143223809986,22.566666666666666,1.4488498954975202
1637,I,43768568,5,8,107.25208333333333,155.45412516360557,22.808333333333334,1.4494275573227147
1649,I,44165224,5,7,74.73095238095239,134.60711007087497,19.383333333333333,1.8012229977305088
1637,I,44783113,5,9,95.59814814814814,150.62371426518393,18.883333333333333,1.5755923852391247
1346,V,45833287,5,5,128.05,157.8225804151259,8.383333333333333,1.232507461266114
1346,V,49337800,5,5,134.69333333333333,151.9422524075073,33.86666666666667,1.1280606741796722
1649,I,44165225,5,7,74.78571428571429,134.72431092660494,19.466666666666665,1.8014712062774298
1346,V,44783446,5,5,128.08666666666664,157.89550672658308,8.366666666666667,1.2327239894335849
1649,I,44783646,5,7,74.91428571428571,134.7943405353608,19.85,1.799314232928157
1637,I,43768333,5,8,103.6625,158.00056011460143,18.166666666666668,1.524182420013037
1346,V,44782336,5,5,128.10666666666665,157.97074328284125,8.183333333333334,1.233118832869806
1637,I,43768405,5,8,103.65625,158.49723269962,17.483333333333334,1.5290658566137596
1637,I,44783519,5,7,118.32857142857142,164.30448933434383,18.25,1.388544519305091
1346,V,44784472,5,5,128.03,158.05466051689558,7.916666666666667,1.234512696375034
1637,I,44387666,5,6,136.86111111111111,170.61176733836675,24.116666666666667,1.2466051601747925
1346,V,44784473,5,5,127.94333333333334,158.1587910227496,7.5,1.2361628144445425
1649,I,44387647,5,8,67.71875,127.55469808127089,18.40833333333333,1.8835949878175673
1637,I,43768340,5,6,136.86388888888888,170.6614735583247,24.166666666666664,1.2469430391304601
1637,I,46021992,5,6,136.89444444444445,170.76081107433706,23.833333333333336,1.247390365382114
1649,I,44387648,5,7,73.06190476190477,135.6028376565139,17.2,1.855999211879549
1637,I,44783734,5,6,136.99722222222223,170.85471747372003,24.541666666666664,1.2471400127849146
1649,I,43768546,5,6,82.83333333333333,144.05019508387937,18.658333333333335,1.7390365603687652
1649,I,44387650,5,6,82.91111111111111,144.2172004133409,18.583333333333332,1.73941946357554
1649,I,44782382,5,6,82.99444444444444,144.37059714840711,18.8,1.739521218737083
1386,I,44784053,6,9,9.557407407407407,6.294266012529843,6.683333333333334,0.6585746263836689
1413,I,44782393,6,8,26.31041666666667,12.90871781625589,25.75,0.49063144760494315
1346,V,45833052,6,11,16.053030303030305,12.364170740085678,18.85,0.770207898863289
1320,I,45833385,6,10,58.85166666666667,142.2732606348314,12.216666666666667,2.417489065189285
1386,I,45834097,6,9,9.896296296296295,6.448364601638565,8.6,0.6515937284589868
1346,I,45833450,6,13,12.607692307692307,8.763618499482433,10.033333333333331,0.6951009182017793
1320,I,47566649,6,9,64.23703703703704,148.99539221017147,13.65,2.3194624017957968
1320,I,45833179,6,9,64.67962962962963,146.757227886397,11.766666666666667,2.268986831352661
1413,I,46022221,6,9,67.98888888888888,140.19919933375925,19.616666666666667,2.0620898741687097
1346,I,44165070,6,14,13.601190476190478,10.361040933115122,11.925,0.7617745631349411
1637,I,44783041,6,13,15.19102564102564,14.948456478339581,11.533333333333331,0.9840320746986981
1413,I,45834154,6,7,21.88809523809524,16.63249046983118,14.916666666666666,0.759887522824877
1320,I,45833208,6,8,73.22708333333333,152.3769621917002,10.133333333333333,2.080882581354124
1386,I,44782442,6,9,9.896296296296295,6.417389462791452,8.6,0.6484637555964418
1413,I,66771046,6,7,24.235714285714288,15.484094318711323,18.833333333333332,0.638895727857231
1346,I,45833309,6,15,10.858888888888888,10.02137320868025,8.516666666666667,0.9228728013723755
1649,I,43786925,6,12,15.579166666666666,8.198408057417362,12.95,0.5262417581653295
1346,V,200498924,6,10,20.130000000000003,15.115892666697231,17.833333333333332,0.75091369432177
1386,I,44784251,6,11,10.974242424242425,8.191059315430897,9.0,0.7463894999564258
1346,V,200498926,6,10,20.130000000000003,15.129296084087985,17.950000000000003,0.7515795372125178
1320,I,46022221,6,6,18.752777777777776,16.30625708314843,10.325,0.8695382239569598
1649,I,44165221,6,12,15.65,8.281427234301889,13.016666666666667,0.5291646795081079
1346,I,46021703,6,15,12.681111111111111,10.463868816899605,10.766666666666667,0.8251539415762416
1386,I,47566649,6,8,66.94583333333334,128.89814878584045,21.19166666666667,1.925409579174812
1346,I,45833942,6,13,13.087179487179487,9.238791207992438,9.583333333333334,0.7059421181655664
1386,I,45834122,6,9,9.468518518518518,6.134492867669195,6.65,0.6478830722748612
1386,I,236528712,6,9,17.572222222222223,12.481759530917678,15.7,0.7103119556007531
1346,V,45833053,6,11,16.103030303030305,12.390913537427782,19.183333333333337,0.769477129723592
1649,I,44387652,6,13,15.939743589743589,9.418007706782948,12.766666666666667,0.590850640335454
1386,I,46022221,6,10,19.046666666666667,10.945310512827957,18.65,0.5746575348002078
1637,I,44387659,6,12,15.525,15.905959895120606,10.825,1.0245384795568828
1386,I,44165280,6,9,17.65740740740741,12.619799041441384,16.7,0.7147028298246825
1320,I,44784469,6,8,73.23125,152.30469881255124,10.183333333333334,2.079777401212614
1413,I,44164929,6,9,68.08703703703704,140.32278437033335,19.766666666666666,2.0609324546462866
1346,I,44782998,6,12,12.891666666666666,9.238452501887403,11.183333333333334,0.716622042809624
1346,I,44784470,6,13,11.862820512820512,8.139736219308407,8.466666666666667,0.6861552200432895
1346,V,45833925,6,8,20.714583333333334,17.672939997626944,18.4,0.8531641555728586
1386,I,44164922,6,10,15.190000000000001,9.918720235550104,11.150000000000002,0.6529769740322648
1320,I,210060582,6,9,64.77592592592593,147.88340108173293,13.15,2.282999416339397
1637,I,44387653,6,12,15.719444444444443,14.522557220058612,10.850000000000001,0.9238594449940096
1346,V,44784484,6,10,20.211666666666666,15.2311140797747,17.741666666666667,0.7535803123497007
1346,I,45833640,6,13,12.492307692307692,9.852184484620691,9.716666666666669,0.788660088054612
1320,I,44164929,6,6,18.73611111111111,16.2266910226087,10.100000000000001,0.8660650508731108
1413,I,45833789,6,9,71.73703703703704,139.07525491435365,18.85,1.938681337543264
1413,I,45833276,6,7,25.83809523809524,13.923306697324277,20.85,0.5388673804714519
1320,I,45833308,6,7,18.135714285714283,14.6566021435583,11.55,0.8081623868051053
1346,I,45833230,6,12,13.04027777777778,9.468528422009149,11.675,0.7260986754549564
1386,I,45833385,6,8,67.00625,128.91887493731926,21.15,1.9239828364864362
1320,I,45834755,6,8,73.28958333333334,152.31797901682793,9.966666666666667,2.0783032470529976
1386,I,47566681,6,8,9.802083333333334,6.794653931482538,7.333333333333334,0.693184673137432
1346,V,44783287,6,8,20.7625,17.723953405083066,18.675000000000004,0.8536521808589075
1386,I,45832983,6,10,12.665000000000001,8.430195233010128,9.883333333333333,0.6656293117260267
1346,I,45833636,6,13,12.465384615384616,9.847613406777095,10.15,0.7899967558661044
1386,I,45833335,6,10,11.443333333333333,8.508362553002389,9.133333333333335,0.7435213416547383
1346,V,45834032,6,10,17.946666666666665,11.808471064828371,19.616666666666667,0.6579757279807785
1320,I,47568140,6,10,58.925,142.4424747924579,12.641666666666666,2.417352139031954
1386,I,44164929,6,10,19.169999999999998,11.009096743653002,19.299999999999997,0.5742877800549298
1346,I,45833647,6,12,13.4375,9.684005343386627,9.733333333333334,0.7206701650892373
1386,I,44164923,6,10,15.345000000000002,9.952972894791005,11.433333333333334,0.6486134177120236
1386,I,44165281,6,9,17.857407407407408,12.781924716227332,16.566666666666666,0.7157771800023601
1413,I,44782643,6,7,24.276190476190475,15.553927838389058,17.583333333333332,0.6407071098591021
1320,I,192365034,6,8,73.3375,152.32971270086404,10.183333333333334,2.0771053376630513
1413,I,45834641,6,9,71.82037037037037,139.13523858430761,19.033333333333335,1.9372670715397498
1320,I,236528712,6,9,64.92037037037036,148.05881104984078,13.866666666666667,2.2806217864310705
1413,I,44783062,6,7,25.923809523809524,13.990333559518012,21.033333333333335,0.5396712063737661
1386,I,44783270,6,8,9.8125,6.789047296524339,7.158333333333333,0.6918774314929264
1346,I,46022152,6,12,13.14861111111111,9.672843951394269,11.766666666666666,0.7356551859093561
1386,I,45834116,6,10,11.5,8.465275476255272,8.1,0.7361109109787193
1637,I,44783351,6,11,17.171212121212122,15.851232452018797,11.233333333333333,0.923128334803883
1346,I,49419949,6,15,11.522222222222222,11.024487334459337,7.683333333333334,0.9568021794612732
1413,I,45833475,6,8,74.23958333333333,147.6769176599668,19.150000000000002,1.9891937835494335
1386,I,44782440,6,10,11.438333333333334,8.327458095561536,8.175,0.7280307237850678
1346,I,44042532,6,12,13.28888888888889,8.676435022021316,11.233333333333333,0.6529089899514368
1346,I,44782893,6,12,13.268055555555556,8.68670348955414,11.208333333333332,0.6547081034731479
1320,I,285966536,6,10,58.935,142.5582353617091,12.566666666666666,2.4189061739494204
1320,I,43968713,6,8,73.29791666666667,152.35316802797283,10.041666666666668,2.0785470441243485
1649,I,44165222,6,12,14.436111111111112,7.969992429167524,11.575,0.5520872184914968
1386,I,44782884,6,9,13.527777777777779,8.942025207681693,10.083333333333334,0.6610121303419731
1346,V,44784622,6,11,18.41969696969697,15.97720411784628,16.383333333333333,0.8673977722940318
1320,I,46021777,6,7,18.7,15.007080339541744,10.866666666666667,0.8025176652161361
1346,I,45834027,6,15,11.606666666666666,11.235098443584599,7.233333333333333,0.967986655104934
1320,I,44165280,6,9,65.04444444444444,148.1543874843543,13.533333333333331,2.2777408393563183
1649,I,44387653,6,13,16.042307692307695,9.778579886112611,13.866666666666667,0.6095494534618265
1386,I,47568385,6,8,9.88125,6.8338639910822865,6.941666666666666,0.6915991388824578
1320,I,47568141,6,10,58.94333333333333,142.56766837774498,12.408333333333333,2.418724227411836
1320,I,45833475,6,7,83.38095238095238,159.30142349042927,11.233333333333333,1.9105253531119444
1386,I,45833381,6,9,59.3925925925926,123.38899722620467,17.4,2.077514919623052
1413,I,45833277,6,7,25.954761904761906,14.15275988084649,20.7,0.5452856756220095
1346,I,200498925,6,13,11.8,8.512911259942635,7.566666666666666,0.7214331576222572
1637,I,44165126,6,12,14.390277777777778,15.170645781948705,9.783333333333333,1.054228835344375
1413,I,46906835,6,9,71.84444444444445,139.20712031242874,18.883333333333333,1.9376184392388782
1386,I,46021777,6,9,16.340740740740742,10.375713901099818,13.7,0.6349598262232435
1386,I,47566312,6,9,13.572222222222223,8.992424795554518,10.2,0.6625609755218228
1386,I,125960548,6,10,11.395,8.441159247665242,9.149999999999999,0.7407774679829084
1346,I,45834753,6,11,14.054545454545455,8.622817659521047,11.65,0.613525189228535
1386,I,44784196,6,8,9.885416666666668,6.81557365676825,6.883333333333333,0.6894573983664404
1320,I,44165281,6,9,65.17962962962963,148.3384026969336,13.15,2.275839914093364
1386,I,45833475,6,10,19.32,11.185257658582968,19.225,0.5789470837775863
1413,I,44783571,6,6,23.583333333333332,17.003564441131267,16.125,0.720999198917227
1346,I,44784471,6,13,11.797435897435898,8.558506155481355,7.666666666666667,0.7254547708406278
