route,peak_min,offpeak_min,delta_pct,n_peak,n_off
1007,99.49166666666667,84.05,18.372000793178675,84,161
12503,94.98333333333333,93.35,1.7496875557936156,87,149
1320,66.30833333333334,64.98333333333333,2.0389843549628153,116,203
1346,49.483333333333334,45.025000000000006,9.901906348324992,162,300
1386,92.56666666666666,91.11666666666667,1.5913663800987619,107,204
1413,88.06666666666666,82.775,6.392831974227311,90,152
1637,78.1,79.09166666666667,-1.2538194078600875,147,246
1649,83.33333333333333,84.11666666666666,-0.9312462849217336,107,192
